ISBN,Average_Rating
0440219566,5.0
0446313106,5.0
0312963033,
0553256335,
0553130269,2.5
0373835337,
0553263153,3.6
0553247786,4.0
0449703401,4.25
0061094463,
0373483821,4.5
0671461192,
155166934X,2.85
0786013338,4.0
0805015094,5.0
0684854384,4.25
0373169051,2.6
0679734856,4.0
0451137094,
0613377176,
0380819570,3.5
0373762585,
0816136343,
0373762658,
0373257449,
0373763123,4.25
3499231328,
037312256X,
0373764219,1.5
0373122039,
0373764022,
055334465X,3.6
0312950853,3.0
0373036566,2.5
0451203623,4.15
0373201117,3.5
0590254731,
0517583593,4.0
0373441479,4.0
0425157636,
014050169X,4.5
0316112321,4.5
0553053493,
0449223566,
0312975139,3.5
0590424890,
0843929227,
0786005270,3.0
0345372611,4.0
156458061X,5.0
0451165543,5.0
0449217183,3.85
0373243960,3.0
059043425X,5.0
0448014564,
0380808056,2.5
0448014521,
0448014580,
0373764588,4.0
0893750700,
0373243499,3.75
0893750689,
0373195656,
0394825683,4.0
0893755214,
0893750603,2.5
155166948X,4.1
0609608568,4.25
0686739485,
0451527453,5.0
0340105399,
0312981619,
0451407415,
0393046257,2.5
0743530071,
0373165722,4.5
0375403531,4.5
1576732681,3.85
1590869206,
1593551576,
1574531581,
0140862110,
1574534610,
0078242754,
007824269X,
0373764340,4.0
003015006X,
0373121970,
0688150896,3.65
0070633614,
0671746049,3.1
0671657097,4.0
0446604585,
0671748939,2.5
1551669080,3.9
0373223889,4.5
0373225466,4.0
0345439414,3.0
0888821778,
0399139176,4.0
1893896145,4.5
0590324209,
1893896048,3.75
0932653456,
1570611971,
0395875145,3.5
0140159754,4.5
0452262801,5.0
1568846134,
0679025944,
1400049520,4.0
0767902076,3.95
0749932813,
3453063724,2.75
3426774763,
0312033354,
0062507540,2.75
1587880458,3.5
0671899481,3.85
0553452770,
0590445774,5.0
0385321198,4.0
0448028565,
1556610998,
0891075933,3.0
0891075925,2.85
0141311827,
0590445510,4.5
0689316364,
0449704173,
0689835302,
0517693194,
0451130820,
0440411564,2.5
0670822604,
0803701233,4.0
0505519127,
0688075908,3.25
0688075894,
0312910282,3.5
0803700962,
0864422377,
0312925271,4.5
0449002535,
0808528041,
1863782567,2.0
0451625749,
0684831015,4.0
1875559612,4.5
059063352X,4.5
031220065X,2.5
1884864139,5.0
156849324X,
3548254012,4.0
0671866281,
0446612537,5.0
0810955520,
3825221911,
038080736X,3.85
3423200014,
0553131028,
0373833121,2.5
312597240X,
0060914165,2.5
3425048619,
3125974003,
0895298163,2.65
0345435346,2.5
3462010336,4.75
0768320593,2.5
076790026X,3.5
0670891606,2.5
349223643X,3.6
156044293X,2.5
0671869949,2.5
0684834553,3.5
0963154478,
3492042252,
0895295709,
0394553330,3.75
0816010803,2.5
3442444136,
0395445949,2.5
0312206062,3.5
0066209625,2.5
1555426050,
052594334X,2.5
0842356185,
0786868058,3.65
0890816999,2.5
0060510293,2.5
0876545916,
044970078X,
0152374493,2.5
0898797659,
0898792932,3.75
0842360719,2.5
0811823318,5.0
0671413988,3.0
0821725521,
0448419653,5.0
0874068355,
1557731624,
0207188378,
0821742965,
0878242007,5.0
0345328191,2.5
0671752049,5.0
0821722581,1.5
0894717561,3.75
0786240717,2.5
0671006266,2.5
1572970359,
0821739026,3.0
0821746936,
0345439384,3.5
0385500750,
0439260906,
0767903501,3.65
0060212497,2.5
0374138222,
0375821856,5.0
1858685834,3.5
0448405466,5.0
067178708X,3.25
0385475438,2.5
0312134665,2.5
0809225352,4.5
0340017082,
2290328405,
2290327654,3.75
0375705732,2.5
0679774033,2.5
2266117564,4.5
0062506684,
0446531588,3.6
0679774327,
8439853939,4.5
1551666537,3.5
0345259009,
0312982003,3.2
0345286626,
0708825788,
0553473158,2.5
0553474294,
0671043803,3.75
1561004294,2.5
1852306920,
0394584112,2.5
5557121005,2.5
0060167114,1.0
0590410490,2.5
0439113253,4.0
1585010057,1.5
0060225440,2.5
0553089285,4.0
1567183913,
0307118436,2.5
0878162216,4.4
0590448390,2.5
0307231305,4.0
0812017323,
0823416801,
0812065689,2.5
0448412772,3.75
0394868838,3.75
0590463810,2.5
0307100111,5.0
8440696841,3.4
0613354974,5.0
0449005739,2.75
0440425514,4.0
0140320474,
0064460029,
044049320X,
0966991907,2.75
0618013202,
0446514330,3.5
0679450254,4.0
0812918363,2.5
2921171163,4.0
0590426370,5.0
0694525995,
059026608X,5.0
0590599313,5.0
0590499734,5.0
0590498894,5.0
0618073892,4.5
0374143277,
0689820119,5.0
0689319258,5.0
1885223951,
0373710682,4.0
0515089419,
068981755X,5.0
0373832974,5.0
0698119703,5.0
0883964910,4.25
0880881291,5.0
1880461048,5.0
007136126X,4.5
1572230886,
0688175368,5.0
0310243076,
0842336710,5.0
1576738825,4.35
0883966336,5.0
1551661764,3.75
0935906002,4.25
0393030261,
0935906010,5.0
0694525537,
0935906029,4.5
0764503316,5.0
0761512764,
0670841838,3.1
0689811926,5.0
0689838999,5.0
0689811918,5.0
0399208534,4.5
0590255061,4.75
0805068317,5.0
0553212605,
0517560739,
2258037425,
0395282101,
0395510848,4.0
0395752884,4.0
0879757027,
0060951192,3.0
1577311000,4.5
3404108930,
0195115511,
0805241396,
0465045847,
0872863468,
1878995197,1.5
0967036232,
0385473400,
1570620377,
0670865176,
0964882914,
1571780793,4.0
0875165656,
0299165108,
068481417X,3.5
0299166244,
0966519507,
1886785112,
0688156533,
1561708194,
0684831074,4.0
0451133560,2.5
0345305833,4.5
0345336569,
0876377533,
0805041567,
0805209204,
1558745505,
0452264499,
0671534637,
0805209220,
1883423015,
055309307X,
0517064987,4.5
0684846640,4.0
0452269482,
0380606402,
1561452009,
1558509607,5.0
0671605593,4.0
0943432278,3.5
0553561308,3.15
0553563688,
0449223493,4.25
0749312319,
1551668327,3.15
0060391464,
0385153236,
0385314132,4.5
0965260313,4.4
0375405607,5.0
1856972496,
1558743820,
0618012672,4.5
1880563096,
0195092627,4.0
1579543162,
0881841390,3.5
0345408039,4.5
0060937025,2.5
0451524330,4.5
0515110558,
1551661691,3.0
0916547124,
0670847925,3.5
0786864044,
0671035703,4.0
0395312574,
0525940340,2.5
1930900074,4.0
0849907039,4.5
1573227218,4.15
0486402983,
0849933420,4.5
0385492391,
0385318723,4.5
0815335245,
0609603175,3.0
0440222095,2.0
0520081951,
067088216X,4.0
0671758659,
0140441417,4.0
0670864765,
2892272041,
069470010X,
0395259398,4.8
0375811370,5.0
0307155781,5.0
1570640742,5.0
1570640114,5.0
0831756055,4.0
0831700203,4.65
0671544640,
0691017859,
0060935839,4.0
0967300320,5.0
0451168003,
0312929560,
0373152523,
8479014660,4.0
3442357225,
3257232780,3.0
0385492758,2.5
089529737X,2.5
0786863730,
0679435506,4.0
0441760260,2.25
1892409135,
0375502882,
0060198761,
0786862653,
0385484577,
0671867423,
1890248002,
0679419187,4.0
1555138098,
158134256X,
0394825888,
044041329X,
0929093054,
0061054933,1.5
0929093097,
0061054925,3.0
1555133029,4.0
1561792144,
0061001422,
1561792152,
1561792160,
1561792616,
0764507680,
1568846479,3.25
1568844549,5.0
0517631741,2.5
0061031402,
157954486X,3.0
0553073958,2.5
0670030856,
0471109797,
0822493535,
0816155275,
0399518118,2.5
0140100989,2.5
006273024X,4.5
0688158242,
0395589681,
0898232066,
0783804482,
0071357734,
0849915465,5.0
0688147593,
044002661X,4.5
0609605356,
0152046801,
1582347794,4.0
1583331336,
0689808828,4.2
1564583201,
0671764268,
0394582691,
0385314108,
0671746162,4.5
0817250557,3.5
0553486691,4.5
0553487264,4.0
078681392X,4.5
1561380229,5.0
0395532701,
0312278438,
0060527986,
067167367X,3.9
1862043884,
1400047951,4.0
0517884410,5.0
0380010003,3.65
0130273635,4.25
0448015552,
0060196033,3.5
0373440049,4.4
0312278292,4.0
1568304102,
0060211318,
0761523065,
2880462789,4.0
0520217047,
0520073738,
0766165876,
0553560166,
0486281221,4.25
0671519026,3.15
0751370703,5.0
0517056879,4.0
0425163016,
0804120005,3.85
0136879721,
0889952329,5.0
0140437673,
051716213X,5.0
1592246605,4.0
0486218309,4.5
5551172945,4.0
0735812683,
0929093100,2.5
0679409890,
972927827X,
0749406623,3.5
0553228129,3.9
0702807648,3.5
0721406033,3.5
0553477390,2.75
8471319217,4.0
1592246273,
1582402647,5.0
0064401685,
2867384559,4.0
0721411657,3.5
0825610788,
014044694X,4.0
0590120956,
382286305X,4.25
0898799457,4.5
0471292990,4.5
0694515922,
1570960224,
0312972628,
1403325383,1.5
1854229729,
1565070852,
0486227588,5.0
019421673X,
0307118606,4.5
3822802352,
1571453210,
0590447424,
382280214X,
0688109748,
3822813184,5.0
0590405721,
0435120824,3.0
0590433067,
0460873423,4.0
039309880X,2.5
0590158562,4.5
0064406881,
0553156071,
0809594358,3.5
1556615116,5.0
0345476867,
0684843498,
0582060168,
0415921511,
1572700653,
0814322085,
0553225006,
0596002653,
0374454973,3.5
0781432588,
0672317842,3.5
0385291418,
0452264812,
1558320652,
0140133453,
3822855103,
1882931815,5.0
0312924682,
0671551876,2.0
055357406X,
0679882804,3.25
0500203474,
0515134376,3.35
2020551276,3.5
0887306691,3.0
0385086954,4.4
8821162028,
0970747926,
3822886483,4.5
1582401829,5.0
1932382178,5.0
0140051244,3.5
2867141958,3.5
1590520858,4.0
1891620150,
0312873123,3.5
0192835203,4.5
0704342723,3.0
1561441619,3.0
0671750127,4.0
0399145303,
0849401607,
0722538421,
9681902556,4.25
0590430092,
0743500083,
0740711660,4.6
030712763X,3.35
0553576097,
0802405959,
0441000215,2.5
0440494850,
0425184528,3.4
0758202857,
3401025597,
0671618326,
0394840771,
0316314803,4.35
3858421332,4.0
0446609447,4.0
3803123968,1.5
1565115287,
0439224527,
0786915501,4.65
0805005013,4.25
0307130754,5.0
0345410564,3.0
073520215X,4.0
0060241497,3.5
0380710838,4.3
0446692840,4.0
0156029073,4.0
0373250630,4.1
1555836410,3.25
0345460111,3.65
0553802631,4.5
0312327994,4.5
0399149368,4.15
1401300464,4.2
0552997064,
037571362X,4.25
0671890379,
0060571837,2.5
1400051452,3.5
0609609904,4.0
1575667444,0.5
0099436116,4.0
3442729815,
0452281768,4.4
1555834965,4.0
0060730315,4.15
0767905083,4.0
0609805797,3.9
0060563419,3.0
0670811130,
0618380604,4.0
0345420713,2.75
193133322X,3.5
0345453786,2.25
0345468627,3.8
0806943394,2.85
074324642X,4.0
0449231771,3.0
0743453271,3.0
0373250401,4.5
0743456815,4.5
0060534370,2.65
0671792806,3.5
3257233086,2.5
0060554142,5.0
0743528336,4.25
0060554185,4.0
006055780X,4.5
0743530292,4.0
0316909688,5.0
0971341591,1.0
0345445759,
0060556862,4.0
037540676X,2.25
0060556870,3.25
1401396704,3.5
1559276770,
0743509226,2.0
0060012781,4.25
0743528220,4.25
0345462947,2.5
078601539X,4.35
0471133264,
0883962683,2.0
0962182508,2.0
0962437506,
0312960522,3.5
0195053508,
0020291604,2.5
0761521941,
0890876967,2.75
0739302043,4.5
0553298666,3.5
0060557109,
0684853027,2.85
1565117514,
0141184744,4.4
0140292942,4.5
0571190219,4.5
0553713124,3.5
0739302418,4.0
1567404758,4.0
1586211374,
0446301302,3.1
0316741671,3.5
0812967941,5.0
1864501588,4.5
1741041635,4.5
0066213673,3.5
0688039170,3.9
0896216772,3.5
0688139752,3.5
1566195667,4.5
0375761381,2.85
0736644962,4.0
0517705591,
0590454471,1.0
0811835138,
0553244086,
0821740881,3.5
0440217989,3.6
8804331186,3.5
0684859920,
0312421702,4.15
0449003124,
0679436073,4.25
0840791801,4.5
1579541844,4.5
089281330X,3.5
0743400704,4.5
006051146X,
156455726X,
0694524255,
0140063943,4.5
0694525294,
1570428557,4.0
0807205893,
0743526430,
1555612318,
0840734042,
0840774559,4.0
0590262165,3.0
0802441831,
0671868446,
1564559920,5.0
1885904088,3.75
1558219293,
093425267X,
0060513101,5.0
038517778X,2.5
0743442261,
0738201995,
0671795791,3.75
044914965X,4.25
0553571915,3.75
0446524565,3.5
0671792954,4.0
0316777498,
0618134298,4.0
0373483546,3.8
0373201885,2.5
1551666162,3.5
0060092599,3.0
155927767X,5.0
0739302248,4.0
0684833131,2.75
1840232463,
2070382885,3.5
0140246835,3.75
0761515151,3.0
078948014X,4.25
0132045796,
0821726463,
0312263481,
1877617067,2.0
0553352695,3.5
1585673137,1.5
1858282705,
0609606808,4.5
0449904652,3.35
0394502272,
1886371008,
0312950675,4.0
0062515500,
0060392169,3.75
0688114601,4.0
0517336472,3.5
1896496040,3.75
0385720904,3.25
0876054254,4.0
0026217457,4.0
2845950314,3.0
067152612X,4.15
081601289X,4.5
887684693X,
0446673757,3.3
8807815915,4.0
0385478003,3.9
0805210172,4.5
840138527X,4.0
847880904X,3.0
0891072861,0.5
089906194X,
0684869519,3.5
0743219651,2.5
0723224889,
0340822961,3.5
0385503989,
0310226961,
0747531870,
0571196284,5.0
1573223573,3.1
0140096361,3.0
1903392268,
0312959443,4.1
0571191975,4.0
0007163584,
0340704543,4.0
1892389134,
0425163210,2.5
0886776821,3.85
1582342644,4.0
0375714472,4.0
0812507916,3.1
0452267633,5.0
0374265712,
1588982300,5.0
0061010065,4.5
1413705847,4.5
0345375750,3.5
0425173062,
1588987264,
1571743944,3.5
0451200195,4.25
3455082467,
055380300X,3.65
3406086934,
0553137492,
0747526036,3.6
0316479977,4.5
3293202365,
3423084065,4.0
3499608316,3.0
0006240038,4.0
0316260614,3.0
0375504214,3.35
0060183330,3.5
055384007X,3.7
3446188800,4.0
3442451248,4.5
0310490014,3.0
1570612501,
0671718851,2.75
0892967080,
0345468694,3.45
0375757554,3.5
0671025368,4.4
0440170842,3.6
080541889X,
1582970629,
0451085108,4.25
0737020237,5.0
0399147438,
0813342821,
3453172248,4.0
0143034987,5.0
1563526336,
0679736298,
080211699X,2.5
972802844X,3.25
0671496204,4.5
9722110217,4.0
1567314015,3.5
0140094547,3.5
0679739890,4.0
0712671056,3.35
0452284503,3.5
1400030501,4.5
0811834603,
0764504320,4.0
0893753459,4.5
0671527924,
1559590386,5.0
1879651327,
0425159841,4.0
0385333900,3.85
0771036957,3.5
0425107760,4.0
0451195825,5.0
0062510517,4.0
0787110035,
039331409X,
0671459155,4.5
0688137911,5.0
0060952733,3.0
0684839385,4.4
0743422007,4.05
0515105198,3.8
0446678074,1.5
1400032016,3.3
0345336976,4.0
055321375X,4.25
034532739X,4.5
0345292162,
0060959843,4.0
0062508458,
0877736618,4.0
0446676500,
0312864434,4.5
0800614410,
0306802767,
0312134347,
0060932228,
0743211480,
0786708077,
0684867532,3.5
0811802035,
0140168354,3.5
0684854295,4.0
014100231X,2.75
0880015519,
0684854465,4.75
0786702850,
1573220418,
0671751085,
091372078X,4.5
1853260169,4.1
0805037691,4.25
0435907182,5.0
0393008304,
0140189394,3.5
0192811649,4.0
1573241385,5.0
8804370874,4.15
0811201856,4.65
043598814X,
0803272596,4.0
0915166798,
068814425X,4.0
1863730885,4.0
1853262455,4.0
0743448219,4.4
0345298691,2.5
0888782772,2.75
1853261947,4.0
1899866248,3.25
0385721501,2.0
0887621104,4.5
0445046503,2.5
0446345075,
0060925485,4.0
0394728378,3.0
0515074403,4.0
0671634194,5.0
0449138348,3.5
067149175X,4.0
0671473298,3.0
0449212246,4.1
0449205029,3.5
0060185678,4.15
0553380478,3.85
014028219X,4.0
0965250059,3.0
1570231028,
0609606085,
0425125505,3.0
1853406856,4.0
0345293835,
0671661426,3.5
0670837016,5.0
0345293029,4.35
0373025386,
0871231026,
0671020749,3.75
1556342241,
1556342012,
0312854889,
0786902035,
0394935926,2.5
0850303907,
156076855X,5.0
0380725037,3.5
0586203621,5.0
0441382983,
1567181325,5.0
0743476123,3.4
0486230945,5.0
0380809060,3.65
0875962998,2.5
0805301526,2.5
0809237962,2.5
0534082262,2.5
1556346875,
047102211X,2.5
1556341830,
047161985X,2.5
0590419528,3.6
0895772930,3.0
089577044X,3.8
0821770497,3.5
0673995623,2.5
0534347835,2.5
0534362915,3.0
0970991703,
0393972224,2.5
0671541072,2.5
0785325271,2.5
3453199014,
0440222664,2.5
0310239311,4.5
0176330402,2.5
0425121348,4.5
0192814486,3.25
0671001302,3.75
006009351X,3.0
0312978359,3.2
0747255148,3.5
075152526X,2.5
0385319193,
0312956045,3.7
0061056243,3.5
0451155513,3.5
0140088946,4.0
0743482077,3.5
0060565632,4.0
0233987398,
0451162846,4.0
0060564539,
1585674818,3.0
0140175903,4.0
0811834956,3.0
0091885655,3.75
8804279737,3.0
0747560749,3.5
0743204786,4.0
0590466801,4.5
3423104767,
0064407403,3.5
0140241930,3.95
0060975830,
0395925029,4.5
0460879146,2.0
0140431209,3.85
0451157990,
0070335532,4.0
3746651042,
0064407349,4.25
0671748742,2.5
006440739X,3.5
0064407381,3.75
0064407357,3.75
0614298458,
039535773X,4.5
0345438221,3.65
0064400409,4.25
0671793853,3.5
3518389742,
006440689X,3.5
0064406512,3.65
0064406105,3.9
0395352940,3.5
315009240X,2.0
0441005756,3.0
3407805810,3.5
0553253476,
0553259776,
0380710161,
0316578398,4.55
0140366954,4.0
086278509X,5.0
0862782066,5.0
0440414954,4.5
0440175747,
3548239587,4.0
3746612845,2.5
0871066653,2.5
0671472127,4.5
0892964618,
1576730298,
0373709706,
0373706731,
0743464079,
1585000663,4.0
8804396172,3.5
8804396180,4.0
0380807157,4.0
0762705507,3.0
0684851369,2.5
0684857014,3.5
0702225584,
3518410326,1.5
3518100416,4.0
3499103001,3.0
3596217148,3.5
3548602460,4.0
0393304140,
188836369X,0.5
0316545562,3.4
0452268516,5.0
0156628635,3.35
0029316200,
0688160670,3.35
067945635X,4.25
0553089293,3.0
0449147363,4.5
0451406621,3.5
081256541X,3.5
0812570839,4.6
0812570820,4.25
0821770314,4.0
0505522721,4.0
3809412376,
0060217987,
0525453903,
0525297383,
0155004964,4.5
0345408810,4.5
0812519566,4.5
0671042874,5.0
0312974949,3.5
080411014X,
3548255922,3.5
0553152297,5.0
1567310052,4.5
0769612849,4.5
0781400864,4.0
0374455236,
0781400856,3.5
0787104957,5.0
0440073472,4.0
006095955X,3.4
0425088405,3.5
0060550236,4.0
0441894674,4.5
0525938575,2.5
0871138654,4.0
0811840255,5.0
0803291655,
0375726292,3.5
0471620793,
0520218639,
0553273841,
1583226214,
0138245665,
1892934000,
0060193441,
0375414347,4.5
0060957484,5.0
0231113234,4.5
0801439280,4.5
0865714533,
1587990822,3.75
1560983841,
0393319148,4.5
0877430276,4.0
0520043936,3.25
0312181183,
0861046684,
1930131011,
094482322X,5.0
0375706305,
0517883570,4.0
1564146006,5.0
0071387390,4.0
3499611279,5.0
3548246966,3.75
3499129620,3.35
3453178106,3.5
3453186605,3.5
3821824972,4.75
0553587064,3.9
0756401836,4.5
0425174638,4.0
0441011675,4.55
0312318685,4.5
0060735422,
038097505X,3.65
0446521795,
0571200222,2.5
0863161774,4.0
034542008X,4.0
0821720171,2.0
1567313345,
0156340402,4.75
0465045405,3.35
0385468202,5.0
0525945296,4.25
8495501260,3.25
0705409422,3.5
0868243477,
0152547681,4.25
0330391968,
0702231517,3.0
0345429184,3.5
0316169013,4.5
0060975318,
0385721226,
0670874558,3.5
0375411135,3.5
0385257376,
0140288627,
0340739762,4.75
140004216X,
0743227077,4.0
0151006989,
0375421084,
0002005050,5.0
1583940537,4.9
0704300001,5.0
0394421698,5.0
0060972955,
0425190811,3.0
0425166945,
0064407217,4.5
0060219440,4.5
1844030024,
0471078646,4.5
0684859475,3.9
0151006857,5.0
1550050591,
0517072467,4.35
0525462708,5.0
0968876803,4.25
0330106961,4.0
0030595916,5.0
0030073189,5.0
0771575742,
0920656145,
0671675826,
1401300227,5.0
1869412923,5.0
0920763987,
0786249161,
0312966202,4.5
0767916026,4.35
0345306651,
0156027518,
1568582307,4.0
0679601953,5.0
037312385X,3.5
0140086447,4.0
0373123981,
0156148501,4.5
0821772236,
0894803697,4.65
0195401697,4.0
0373123884,0.5
0140442731,4.15
0393004449,5.0
0152023984,4.85
0822954265,2.5
0807085251,2.5
0671510118,
0684854678,4.5
0770421067,5.0
0785788727,5.0
1585421243,
0312278357,
0373123817,
0553441965,
0553442619,
055344106X,
1585744646,5.0
0553218697,
0771014562,4.35
0553443461,
0887764819,5.0
0553442090,
0613170873,5.0
0821732099,
0671028464,4.0
0553446339,
0786222727,5.0
0439554896,4.65
0553446347,
0613496744,5.0
0613377168,5.0
0553443321,
0553447106,
0786861762,2.5
0373123736,3.5
0373123744,2.75
0373123698,3.0
0395520215,5.0
1550224751,5.0
0060169087,2.5
1582291306,
159052201X,3.4
158297196X,
1582972613,
0921556047,5.0
0886878624,4.0
0517598272,3.5
044036499X,5.0
0345450922,4.2
0373292600,
1583754202,
088001685X,2.5
0821714511,
0060929383,4.0
0140240853,3.0
1565548353,5.0
0373117477,2.5
0373115474,4.5
0373115164,
0373118066,
0877734526,4.5
0670874051,3.65
0030310105,5.0
0373791062,4.0
0373791054,4.0
0681225106,
067945120X,3.5
1551660083,3.75
0312112505,
0451209494,
0425186466,
0800783913,
0932334679,
0451169506,
0449006409,4.5
0425175081,
0451203291,3.85
0373123221,3.5
0373123310,
1860192912,
0373791089,2.75
0425182738,
0425170284,
0373791070,2.5
0060925442,5.0
042516702X,4.0
0373123191,1.5
0330350811,5.0
0373709730,4.5
0670849324,4.0
0373709587,
0312967403,4.0
0425170640,3.5
0451206924,
0425192903,3.0
1565122291,
0373123078,4.5
1581950209,
0843141786,3.5
037575931X,4.1
0373123272,4.0
0671026372,4.1
0673463877,4.0
0373123302,3.5
0312966954,3.0
0813515874,
0345254341,
1551665875,
2070381781,
0140141472,4.0
0340710292,4.0
8434856719,3.35
8475965474,4.0
2253148121,
8440622759,4.0
8472239721,3.0
847223682X,4.1
0373263856,2.85
0373263821,
0373263368,
0373263414,
0373264054,3.5
0373262620,3.0
0373263619,
0373263333,3.25
0373152809,2.5
0373263686,
2253160784,
2253140775,3.0
2290328464,3.0
067082187X,5.0
2253006319,5.0
207038523X,
2221075188,
222109641X,
2070389367,
2070423212,
2070393763,5.0
2253057541,4.75
2070406970,
2080680358,
0553050141,
2869595476,3.0
0385305869,
2020509105,3.5
2842611772,
0670589101,
2253004359,4.5
270731773X,
2253147931,
0385078900,2.5
2246628415,4.5
2080680439,
2070416216,
207076396X,
2912107008,4.5
2915056048,
2070428672,
2253148474,3.75
2264031379,4.5
0888300506,3.0
0688126340,2.5
0515130133,3.5
0451203550,
0671020870,
0553290320,3.5
1590520432,4.35
0523423381,3.65
061825773X,4.0
0770003397,4.75
0394423348,4.75
0525483756,4.0
0847815641,5.0
0385191944,4.0
0316057487,5.0
0688041671,3.5
0861883705,4.0
0671494406,3.5
0340731443,2.0
0375501770,3.0
0848726006,
2020387557,5.0
1581170297,
0393027228,5.0
0486250466,4.0
0762409150,
187844882X,5.0
0449145964,0.5
0961374411,
0195151917,
0786417404,5.0
0590415328,3.0
0553371657,3.75
0486245012,
1581803761,
0440413141,3.6
0060537639,5.0
0590228536,4.0
0789496585,5.0
0393325318,5.0
0195284925,5.0
0310918936,5.0
1855329646,
0609610015,
0789496755,5.0
1580110835,5.0
1857329554,5.0
0762413123,4.5
0156003287,
0899662293,5.0
0877798095,5.0
0002176084,
0945466056,
0671456547,4.65
1857801504,
0333638069,5.0
0375758194,3.75
0812967011,3.75
0380521679,3.5
0373111754,
0373033001,
0671744615,4.3
0732258049,4.0
0140328629,4.2
0373710933,3.5
0373201338,4.5
1558020292,2.65
0340628375,3.75
0340716916,
0770422098,4.0
1565654838,3.0
0785272763,
0553254936,
1555611265,3.0
0452265991,3.0
0893752894,3.0
031228263X,4.75
1578151821,
0967334608,5.0
0375500065,
8435015122,
0582527414,4.0
0895295202,
0394552504,
0812043782,
0941483282,
0061050369,
0811819094,
0345411471,3.85
0376033002,4.0
0374272891,
0030056276,4.0
0399511938,3.0
0515090492,2.0
0786882085,4.5
0671880365,1.25
0806968095,
0836217020,
0451522702,4.25
0910286620,
0935526021,1.5
0671695290,3.5
1563890313,
0836218582,4.5
0060929413,
0394734092,
0345288319,4.5
044651604X,
0934395489,2.5
0226400158,
0395470994,
087626500X,
0671732943,
0517701502,3.0
039526619X,4.6
0380977931,4.5
3596505526,
0394177894,
0895299488,
3442726433,
0310610710,
0670883433,
093496503X,
0553295055,
0815125461,
156592455X,
093237641X,
0132036703,
007212220X,
1565921240,4.15
1558284060,
1565921275,3.5
1565921976,
1565920627,2.5
0937175757,5.0
0937175595,4.0
0471153257,
0373196040,4.0
0451091566,
0812524977,2.5
3440069591,5.0
044015538X,
1560761547,
1560763442,
0880387785,
0880387556,
1560761539,3.0
0553131427,
0886772273,
088038591X,
0586072411,
3462030159,2.5
0152025677,4.25
1562542621,5.0
3492232582,5.0
3627000528,4.0
3254080084,4.0
0140128972,
3518410504,5.0
0380733064,4.75
0394572742,
3499133261,5.0
0385721625,3.25
3442761344,5.0
0812504828,4.25
3406441084,3.5
0195129660,
0761107711,5.0
0345447158,
3462019821,4.0
0375727647,
3530407895,5.0
0789485567,5.0
3530407836,5.0
3530407828,5.0
087833307X,3.0
0789457288,
3548750249,5.0
039302315X,
1890817147,5.0
3442442567,4.0
0590493639,5.0
0590397575,5.0
0590341723,5.0
0590493655,5.0
0831791136,
0060548452,
0801844428,
0385489544,
0807031437,
3455093450,4.5
091747211X,4.0
0140290214,4.4
3407798180,5.0
3423118717,5.0
0600385353,
1582460345,
0517162040,3.5
087857087X,4.5
0805026878,4.5
188277051X,
0451172434,2.5
3458191291,5.0
3458327118,5.0
0880299460,0.5
3458082522,5.0
3458080015,4.5
3770153650,4.0
310033180X,4.5
3871620122,4.5
3406462294,4.5
3423122323,5.0
8806134876,2.75
3492103065,5.0
3492203078,5.0
3492103308,5.0
3596111528,5.0
3627000153,5.0
8845223183,0.5
3518119966,3.5
8817533165,3.0
3100105044,5.0
3596122074,5.0
3499505363,5.0
3257062303,5.0
3446193014,5.0
3608954082,5.0
3518387626,5.0
3442760704,5.0
3596105889,5.0
3499100770,5.0
3423118709,4.4
0517320975,3.75
3442760070,5.0
0871136643,3.5
0345310918,
3216303632,
0747529752,5.0
3784605451,5.0
0310242428,4.0
3729402293,5.0
3518412167,5.0
3729402366,5.0
0553455761,2.5
3827002850,4.5
3596137217,5.0
3250100692,5.0
0399146075,3.5
378460529X,5.0
0684865998,4.5
3421065454,5.0
3518018159,5.0
382700389X,5.0
0609809571,4.0
3518016970,5.0
3423120150,5.0
3596125162,5.0
3518401270,5.0
3446185402,5.0
3746618320,4.0
0553344420,3.5
3423127422,2.0
0590456814,3.75
3596137519,3.85
3453189167,3.0
3746619009,4.5
0061052809,3.5
0061052361,3.25
3499224577,4.25
1902602293,
3499139278,5.0
0618011730,4.0
8425333229,3.5
1564406377,3.5
003098632X,
0395535921,
0030520835,
0130149373,
0312421265,3.25
1418420662,4.5
1418420670,4.5
0553212494,4.3
0140025324,4.5
0671459104,
0800716094,
089283353X,
0140025707,4.0
0849930871,2.5
1561210226,
0006944035,5.0
093601511X,2.5
0521397928,5.0
0671505173,3.5
0800791665,2.5
0345318013,2.5
0131982265,
080784232X,5.0
0761959165,2.5
0820428620,2.5
0070612390,
0934986436,
0764508393,
0130845000,2.5
087784867X,5.0
8249500032,0.5
0380484218,4.5
0688172849,3.85
0765342529,2.95
0886776376,3.9
0345320239,3.45
0425075141,
0006512801,3.0
1558501096,
0312203977,3.15
0802733328,1.0
0434111589,3.25
0525947752,4.15
0449910709,2.5
0374165890,4.0
0813916968,3.5
0387950788,
0809001586,3.0
0609601288,3.0
0060164239,2.5
0771596154,3.75
2070756270,4.0
0453009603,
0062720066,4.35
0440969700,0.5
0553283839,2.5
037305470X,0.5
0140018719,4.5
0195409205,
075152011X,
0571161316,
0949659606,
